order_id,quantity,month_name,day_name,order_time,unit_price,total_sales,pizza_size,pizza_category,pizza_name
1,1,Sep,Saturday,14,12.5,12.5,M,Classic,The Pepperoni Pizza
2,2,Jun,Tuesday,14,41,41,L,Classic,The Classic Deluxe Pizza
1,1,Oct,Wednesday,12,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Nov,Tuesday,15,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1,1,Nov,Tuesday,9,25.5,25.5,XL,Classic,The Greek Pizza
1,1,Aug,Saturday,16,12,12,S,Classic,The Greek Pizza
1,1,Nov,Thursday,11,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
2,2,Aug,Sunday,12,25.5,25.5,S,Chicken,The Thai Chicken Pizza
1,1,Jul,Thursday,16,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,Aug,Wednesday,12,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,Sep,Saturday,17,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1,1,Aug,Sunday,16,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
3,3,Dec,Friday,12,60.75,60.75,L,Supreme,The Sicilian Pizza
1,1,Aug,Friday,19,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
2,2,Nov,Friday,12,41.5,41.5,L,Chicken,The California Chicken Pizza
1,1,Oct,Wednesday,20,12.5,12.5,S,Supreme,The Italian Supreme Pizza
2,2,Sep,Tuesday,20,32,32,M,Classic,The Classic Deluxe Pizza
1,1,Jun,Saturday,23,12,12,S,Classic,The Napolitana Pizza
2,2,Jul,Wednesday,21,51,51,XL,Classic,The Greek Pizza
1,1,Jul,Friday,15,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1,1,Aug,Thursday,16,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
2,2,Dec,Thursday,20,41.5,41.5,L,Chicken,The California Chicken Pizza
1,1,Dec,Wednesday,17,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,Dec,Tuesday,17,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,Dec,Sunday,15,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,Feb,Monday,11,16,16,M,Classic,The Classic Deluxe Pizza
2,2,May,Monday,19,26.5,26.5,M,Classic,The Hawaiian Pizza
2,2,Mar,Friday,16,33.5,33.5,M,Chicken,The Thai Chicken Pizza
1,1,May,Thursday,19,12,12,S,Classic,The Big Meat Pizza
2,2,Mar,Tuesday,20,33.5,33.5,M,Veggie,The Italian Vegetables Pizza
2,2,Apr,Tuesday,17,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,Mar,Thursday,15,20.25,20.25,L,Supreme,The Calabrese Pizza
1,1,Mar,Sunday,14,16,16,M,Classic,The Napolitana Pizza
3,3,May,Tuesday,12,49.5,49.5,L,Classic,The Hawaiian Pizza
1,1,Jan,Tuesday,11,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,Jan,Sunday,14,20.75,20.75,L,Chicken,The Thai Chicken Pizza
4,4,Jan,Tuesday,12,66,66,M,Supreme,The Italian Supreme Pizza
1,1,Apr,Wednesday,20,20.75,20.75,L,Supreme,The Soppressata Pizza
4,4,May,Saturday,12,64,64,M,Classic,The Classic Deluxe Pizza
1,1,Mar,Thursday,16,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1,1,Mar,Sunday,19,20.25,20.25,L,Veggie,The Green Garden Pizza
2,2,Jan,Tuesday,13,41.5,41.5,L,Chicken,The California Chicken Pizza
1,1,Jan,Thursday,15,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Mar,Sunday,13,23.65,23.65,S,Supreme,The Brie Carre Pizza
3,3,May,Thursday,14,61.5,61.5,L,Classic,The Italian Capocollo Pizza
3,3,Jun,Friday,13,60.75,60.75,L,Supreme,The Sicilian Pizza
1,1,Mar,Thursday,12,16,16,M,Classic,The Classic Deluxe Pizza
3,3,May,Friday,18,36.75,36.75,S,Supreme,The Sicilian Pizza
1,1,Jan,Wednesday,17,12,12,S,Veggie,The Green Garden Pizza
1,1,Jan,Thursday,18,12,12,S,Classic,The Napolitana Pizza
4,5,Jan,Thursday,18,81,101.25,L,Veggie,The Mexicana Pizza
1,1,Jan,Saturday,13,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,May,Sunday,16,9.75,9.75,S,Classic,The Pepperoni Pizza
3,3,May,Saturday,20,45.75,45.75,L,Classic,The Pepperoni Pizza
4,4,Apr,Tuesday,12,50,50,M,Classic,The Pepperoni Pizza
2,2,May,Friday,18,24,24,S,Classic,The Italian Capocollo Pizza
1,1,May,Saturday,21,10.5,10.5,S,Classic,The Hawaiian Pizza
2,2,Mar,Tuesday,18,33.5,33.5,M,Veggie,The Italian Vegetables Pizza
2,2,Apr,Wednesday,16,25.5,25.5,S,Chicken,The Chicken Pesto Pizza
1,1,Jan,Tuesday,13,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
1,1,May,Sunday,12,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,Apr,Saturday,16,20.25,20.25,L,Supreme,The Sicilian Pizza
1,1,May,Tuesday,13,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,May,Sunday,18,12,12,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Jun,Thursday,13,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,Feb,Friday,20,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,Apr,Tuesday,14,20.75,20.75,L,Supreme,The Pepper Salami Pizza
2,2,Mar,Tuesday,12,32,32,M,Veggie,The Vegetables + Vegetables Pizza
1,1,Apr,Monday,14,20.75,20.75,L,Supreme,The Spicy Italian Pizza
6,6,Jul,Tuesday,18,72,72,S,Classic,The Big Meat Pizza
1,1,Nov,Friday,22,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,2,Oct,Friday,15,16.25,32.5,M,Supreme,The Sicilian Pizza
2,2,Sep,Friday,12,41.5,41.5,L,Supreme,The Pepper Salami Pizza
2,2,Sep,Monday,19,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,Aug,Monday,18,20.75,20.75,L,Supreme,The Italian Supreme Pizza
2,2,Nov,Monday,12,41,41,L,Classic,The Italian Capocollo Pizza
1,1,Jun,Saturday,12,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1,1,Sep,Friday,15,20.75,20.75,L,Supreme,The Italian Supreme Pizza
2,2,Sep,Monday,12,33,33,M,Supreme,The Italian Supreme Pizza
2,3,Sep,Monday,20,30.5,45.75,L,Classic,The Pepperoni Pizza
3,3,Sep,Tuesday,12,48.75,48.75,M,Supreme,The Calabrese Pizza
1,1,Sep,Friday,13,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1,1,Jul,Sunday,18,14.75,14.75,M,Veggie,The Four Cheese Pizza
2,2,Aug,Monday,17,40.5,40.5,L,Supreme,The Sicilian Pizza
1,1,Oct,Wednesday,11,13.25,13.25,M,Classic,The Hawaiian Pizza
3,3,Jul,Sunday,16,61.5,61.5,L,Classic,The Italian Capocollo Pizza
2,2,Jul,Tuesday,13,24,24,S,Classic,The Big Meat Pizza
2,2,Jul,Wednesday,21,24,24,S,Classic,The Napolitana Pizza
2,2,Jul,Monday,20,24.5,24.5,S,Supreme,The Calabrese Pizza
1,1,Aug,Monday,15,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,1,Aug,Wednesday,14,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Aug,Wednesday,19,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,Nov,Thursday,15,16.75,16.75,M,Chicken,The California Chicken Pizza
2,3,Jun,Thursday,12,40.5,60.75,L,Veggie,The Vegetables + Vegetables Pizza
1,1,Sep,Sunday,17,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,Oct,Sunday,17,16,16,M,Classic,The Napolitana Pizza
1,1,Sep,Sunday,17,12,12,S,Classic,The Big Meat Pizza
3,3,Nov,Tuesday,13,38.25,38.25,S,Chicken,The Barbecue Chicken Pizza
1,1,Aug,Thursday,17,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,Dec,Saturday,11,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,Dec,Thursday,18,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1,1,Dec,Thursday,14,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Dec,Monday,13,15.25,15.25,L,Classic,The Pepperoni Pizza
2,2,Dec,Saturday,20,33,33,M,Supreme,The Italian Supreme Pizza
1,1,Jun,Saturday,15,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Dec,Thursday,22,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,Apr,Monday,19,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Apr,Saturday,20,12,12,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Mar,Sunday,11,12,12,S,Classic,The Napolitana Pizza
1,1,Jan,Wednesday,17,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,Jan,Tuesday,20,16,16,M,Classic,The Italian Capocollo Pizza
2,2,May,Wednesday,15,41.5,41.5,L,Supreme,The Spicy Italian Pizza
3,3,Mar,Thursday,15,53.849999999999994,53.849999999999994,L,Veggie,The Four Cheese Pizza
2,2,Mar,Thursday,16,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
3,3,Mar,Saturday,16,60.75,60.75,L,Veggie,The Mexicana Pizza
1,1,May,Friday,12,12,12,S,Classic,The Greek Pizza
1,1,Jun,Tuesday,20,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,May,Friday,18,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
3,3,Jun,Wednesday,17,53.849999999999994,53.849999999999994,L,Veggie,The Four Cheese Pizza
1,1,Mar,Friday,18,16,16,M,Veggie,The Green Garden Pizza
2,2,May,Thursday,15,24,24,S,Classic,The Big Meat Pizza
1,1,Apr,Tuesday,15,12,12,S,Classic,The Italian Capocollo Pizza
1,1,Jun,Wednesday,13,16,16,M,Veggie,The Green Garden Pizza
2,3,Apr,Tuesday,12,25,37.5,S,Supreme,The Pepper Salami Pizza
2,2,Jan,Saturday,16,32.5,32.5,M,Supreme,The Sicilian Pizza
1,1,Feb,Wednesday,12,18.5,18.5,L,Veggie,The Five Cheese Pizza
4,4,Mar,Saturday,12,71.8,71.8,L,Veggie,The Four Cheese Pizza
1,1,Jun,Thursday,19,20.75,20.75,L,Chicken,The Thai Chicken Pizza
2,2,Jun,Thursday,18,21,21,S,Classic,The Hawaiian Pizza
1,1,Apr,Sunday,14,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,Mar,Friday,13,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
2,3,Mar,Tuesday,13,41.5,62.25,L,Chicken,The California Chicken Pizza
2,2,Jun,Sunday,18,40.5,40.5,L,Veggie,The Mexicana Pizza
2,2,Apr,Tuesday,18,41.5,41.5,L,Supreme,The Spicy Italian Pizza
3,3,Jun,Tuesday,17,49.5,49.5,L,Classic,The Hawaiian Pizza
1,1,Jun,Friday,18,16,16,M,Classic,The Greek Pizza
1,1,Mar,Thursday,19,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,Feb,Tuesday,12,12,12,S,Classic,The Napolitana Pizza
3,3,Feb,Saturday,22,50.25,50.25,M,Chicken,The Barbecue Chicken Pizza
1,1,Apr,Saturday,21,16.5,16.5,M,Supreme,The Spicy Italian Pizza
2,2,Jun,Wednesday,17,32,32,M,Classic,The Classic Deluxe Pizza
1,1,Feb,Sunday,11,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1,1,Feb,Tuesday,11,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1,1,Apr,Saturday,16,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Feb,Monday,16,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Mar,Friday,12,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,Jun,Friday,21,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,May,Monday,17,12.5,12.5,M,Classic,The Pepperoni Pizza
3,3,Mar,Tuesday,22,36.75,36.75,S,Supreme,The Sicilian Pizza
1,1,Apr,Wednesday,21,16.5,16.5,L,Classic,The Hawaiian Pizza
2,2,May,Saturday,18,25,25,S,Veggie,The Spinach Pesto Pizza
2,2,Mar,Friday,18,24,24,S,Classic,The Big Meat Pizza
1,1,Aug,Saturday,14,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
2,2,Sep,Tuesday,17,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
1,1,Sep,Sunday,21,16.75,16.75,M,Chicken,The California Chicken Pizza
2,2,Aug,Thursday,18,30.5,30.5,L,Classic,The Pepperoni Pizza
2,2,Dec,Saturday,19,41.5,41.5,L,Supreme,The Italian Supreme Pizza
2,2,Jul,Monday,11,41.5,41.5,L,Chicken,The California Chicken Pizza
1,1,Sep,Monday,15,20.5,20.5,L,Classic,The Napolitana Pizza
3,3,Nov,Friday,11,62.25,62.25,L,Chicken,The Thai Chicken Pizza
4,4,Sep,Wednesday,16,83,83,L,Chicken,The Thai Chicken Pizza
1,1,Nov,Saturday,20,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Nov,Friday,17,12,12,S,Veggie,The Spinach and Feta Pizza
1,1,Dec,Sunday,19,23.65,23.65,S,Supreme,The Brie Carre Pizza
3,3,Oct,Thursday,13,37.5,37.5,S,Veggie,The Spinach Pesto Pizza
2,2,Oct,Tuesday,17,41,41,L,Classic,The Napolitana Pizza
3,3,Oct,Thursday,13,48,48,M,Classic,The Classic Deluxe Pizza
3,3,Aug,Friday,15,38.25,38.25,S,Chicken,The California Chicken Pizza
1,1,Nov,Tuesday,14,12,12,S,Veggie,The Mediterranean Pizza
2,2,Dec,Wednesday,13,24,24,S,Classic,The Italian Capocollo Pizza
1,1,Sep,Monday,18,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,Sep,Thursday,19,16,16,M,Classic,The Napolitana Pizza
1,1,Nov,Wednesday,11,16.75,16.75,M,Chicken,The Thai Chicken Pizza
2,2,Aug,Wednesday,18,32,32,M,Veggie,The Vegetables + Vegetables Pizza
3,3,Sep,Tuesday,18,36,36,S,Veggie,The Green Garden Pizza
2,2,Jul,Friday,22,25.5,25.5,S,Veggie,The Italian Vegetables Pizza
2,2,Sep,Tuesday,13,25,25,S,Supreme,The Prosciutto and Arugula Pizza
1,1,Sep,Tuesday,17,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,Aug,Wednesday,16,12,12,S,Veggie,The Spinach and Feta Pizza
1,1,Oct,Thursday,18,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,Aug,Wednesday,18,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
2,2,Aug,Tuesday,20,33.5,33.5,M,Chicken,The California Chicken Pizza
2,2,Sep,Monday,19,47.3,47.3,S,Supreme,The Brie Carre Pizza
2,2,Aug,Wednesday,11,26.5,26.5,M,Classic,The Hawaiian Pizza
3,4,Oct,Thursday,12,36,48,S,Classic,The Big Meat Pizza
1,1,Sep,Wednesday,12,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1,1,Nov,Monday,16,16,16,M,Classic,The Classic Deluxe Pizza
1,1,Sep,Monday,13,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1,1,Sep,Monday,13,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,Sep,Monday,13,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,Oct,Sunday,18,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Jul,Thursday,12,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,Sep,Saturday,15,23.65,23.65,S,Supreme,The Brie Carre Pizza
2,2,Aug,Thursday,18,33.5,33.5,M,Chicken,The Barbecue Chicken Pizza
1,2,Aug,Thursday,15,10.5,21,S,Classic,The Hawaiian Pizza
2,2,Aug,Friday,13,24.5,24.5,S,Supreme,The Sicilian Pizza
1,1,Sep,Wednesday,19,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Oct,Sunday,16,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Nov,Tuesday,17,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,Nov,Tuesday,20,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,Dec,Monday,12,20.25,20.25,L,Supreme,The Calabrese Pizza
1,1,Jul,Wednesday,20,12.5,12.5,M,Classic,The Pepperoni Pizza
2,2,Jun,Tuesday,17,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
1,1,Dec,Wednesday,14,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,Dec,Monday,17,16,16,M,Veggie,The Spinach and Feta Pizza
3,3,Jul,Wednesday,17,62.25,62.25,L,Chicken,The Thai Chicken Pizza
2,2,Jun,Friday,12,24,24,S,Veggie,The Spinach and Feta Pizza
2,2,Sep,Friday,14,24,24,S,Classic,The Big Meat Pizza
1,1,Dec,Tuesday,19,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,Feb,Monday,13,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Mar,Thursday,16,33,33,L,Classic,The Hawaiian Pizza
2,2,Apr,Friday,17,24,24,S,Classic,The Classic Deluxe Pizza
1,1,Jan,Monday,12,16,16,M,Veggie,The Green Garden Pizza
3,4,Mar,Friday,20,55.5,74,L,Veggie,The Five Cheese Pizza
2,2,Jan,Thursday,17,41.5,41.5,L,Supreme,The Italian Supreme Pizza
2,2,Feb,Wednesday,11,24,24,S,Classic,The Big Meat Pizza
2,2,Mar,Monday,13,25.5,25.5,S,Chicken,The Southwest Chicken Pizza
1,1,Apr,Sunday,17,18.5,18.5,L,Veggie,The Five Cheese Pizza
1,1,May,Monday,12,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,Jan,Friday,15,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,1,Jan,Saturday,11,16,16,M,Veggie,The Mexicana Pizza
1,1,Jun,Monday,18,16,16,M,Classic,The Napolitana Pizza
2,2,Mar,Tuesday,17,33,33,L,Classic,The Hawaiian Pizza
1,1,Apr,Monday,17,12,12,S,Classic,The Napolitana Pizza
1,1,Apr,Tuesday,19,16.75,16.75,M,Chicken,The California Chicken Pizza
1,1,Mar,Sunday,19,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,Apr,Saturday,14,12,12,S,Classic,The Classic Deluxe Pizza
1,1,May,Friday,21,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
4,4,Jun,Wednesday,12,48,48,S,Veggie,The Green Garden Pizza
2,2,Apr,Wednesday,18,33,33,L,Classic,The Hawaiian Pizza
1,1,Mar,Wednesday,21,14.75,14.75,M,Veggie,The Four Cheese Pizza
2,2,Mar,Sunday,16,25,25,S,Supreme,The Prosciutto and Arugula Pizza
2,2,Feb,Friday,12,41.5,41.5,L,Chicken,The Chicken Pesto Pizza
1,1,Apr,Monday,18,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,Jun,Saturday,13,12,12,S,Classic,The Napolitana Pizza
1,1,Jan,Friday,12,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,Feb,Thursday,19,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,Jan,Monday,16,20.5,20.5,L,Classic,The Greek Pizza
1,1,Jun,Thursday,12,12.25,12.25,S,Supreme,The Calabrese Pizza
1,2,Mar,Monday,22,20.25,40.5,L,Veggie,The Mexicana Pizza
2,2,Jan,Tuesday,17,25,25,S,Supreme,The Spicy Italian Pizza
1,1,Feb,Monday,18,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
1,1,Feb,Sunday,21,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1,1,May,Tuesday,20,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,Jan,Friday,12,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,Feb,Monday,22,20.25,20.25,L,Veggie,The Green Garden Pizza
1,1,May,Friday,17,12,12,S,Classic,The Italian Capocollo Pizza
1,1,Mar,Tuesday,16,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
2,2,Jan,Wednesday,21,33,33,M,Supreme,The Pepper Salami Pizza
1,1,Jun,Thursday,11,16,16,M,Veggie,The Vegetables + Vegetables Pizza
1,1,Apr,Wednesday,22,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,Jun,Friday,12,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
2,2,Jun,Tuesday,16,41.5,41.5,L,Supreme,The Italian Supreme Pizza
1,1,Jan,Thursday,14,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,Jan,Sunday,18,20.5,20.5,L,Classic,The Italian Capocollo Pizza
2,2,Jan,Saturday,19,41.5,41.5,L,Veggie,The Spinach Pesto Pizza
1,1,Jan,Sunday,19,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
2,2,Jan,Tuesday,11,37,37,L,Veggie,The Five Cheese Pizza
2,2,Jun,Friday,14,21,21,S,Classic,The Hawaiian Pizza
2,2,May,Saturday,16,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
1,1,Jun,Friday,14,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,Mar,Wednesday,12,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
4,4,Jun,Monday,12,48,48,S,Classic,The Classic Deluxe Pizza
1,1,Jan,Sunday,16,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,Feb,Wednesday,17,16,16,M,Veggie,The Spinach and Feta Pizza
3,3,Mar,Friday,13,31.5,31.5,S,Classic,The Hawaiian Pizza
2,2,Jan,Tuesday,17,41,41,L,Classic,The Italian Capocollo Pizza
1,1,May,Friday,15,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,May,Friday,15,16,16,M,Classic,The Classic Deluxe Pizza
2,2,Nov,Monday,13,33.5,33.5,M,Chicken,The Thai Chicken Pizza
1,1,Jul,Friday,15,20.75,20.75,L,Supreme,The Soppressata Pizza
2,3,Aug,Tuesday,18,41.5,62.25,L,Chicken,The California Chicken Pizza
1,1,Nov,Monday,14,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,Jul,Thursday,18,12.5,12.5,S,Supreme,The Pepper Salami Pizza
2,2,Oct,Friday,13,32,32,M,Veggie,The Spinach and Feta Pizza
1,1,Nov,Saturday,22,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,Jul,Thursday,16,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,Nov,Saturday,13,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,Aug,Friday,18,16,16,M,Veggie,The Green Garden Pizza
1,1,Nov,Thursday,17,12.5,12.5,S,Supreme,The Italian Supreme Pizza
2,2,Jul,Thursday,14,41,41,L,Classic,The Italian Capocollo Pizza
1,1,Oct,Friday,21,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
2,2,Sep,Tuesday,19,37,37,L,Veggie,The Five Cheese Pizza
1,1,Nov,Saturday,16,12.5,12.5,M,Classic,The Pepperoni Pizza
3,3,Aug,Friday,17,62.25,62.25,L,Supreme,The Spicy Italian Pizza
2,2,Oct,Tuesday,17,47.3,47.3,S,Supreme,The Brie Carre Pizza
4,4,Sep,Saturday,14,83,83,L,Supreme,The Spicy Italian Pizza
3,3,Aug,Saturday,18,33,33,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
3,3,Sep,Thursday,12,37.5,37.5,S,Supreme,The Prosciutto and Arugula Pizza
3,3,Sep,Monday,14,62.25,62.25,L,Supreme,The Spicy Italian Pizza
2,2,Nov,Sunday,17,33.5,33.5,M,Chicken,The Chicken Pesto Pizza
1,1,Jul,Wednesday,17,20.5,20.5,L,Classic,The Classic Deluxe Pizza
2,2,Jul,Tuesday,19,22,22,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Jul,Wednesday,11,12,12,S,Veggie,The Mediterranean Pizza
2,2,Jul,Sunday,12,41.5,41.5,L,Supreme,The Spicy Italian Pizza
1,1,Aug,Monday,16,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,Dec,Monday,18,12,12,S,Classic,The Napolitana Pizza
1,1,Jul,Saturday,16,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
2,2,Oct,Thursday,12,32.5,32.5,M,Supreme,The Calabrese Pizza
5,5,Jul,Sunday,18,127.5,127.5,XL,Classic,The Greek Pizza
3,3,Oct,Wednesday,12,29.25,29.25,S,Classic,The Pepperoni Pizza
1,1,Jul,Monday,15,23.65,23.65,S,Supreme,The Brie Carre Pizza
3,3,Jul,Monday,13,43.5,43.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Aug,Friday,18,41.5,41.5,L,Supreme,The Spicy Italian Pizza
2,2,Aug,Wednesday,19,41.5,41.5,L,Veggie,The Spinach Pesto Pizza
2,2,Jun,Tuesday,15,41.5,41.5,L,Supreme,The Soppressata Pizza
1,1,Sep,Friday,11,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1,1,Oct,Friday,15,12.5,12.5,S,Supreme,The Soppressata Pizza
1,1,Jul,Thursday,21,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1,1,Oct,Friday,14,18.5,18.5,L,Veggie,The Five Cheese Pizza
2,2,Oct,Sunday,16,37,37,L,Veggie,The Five Cheese Pizza
1,1,Sep,Monday,13,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,Nov,Friday,18,16,16,M,Veggie,The Vegetables + Vegetables Pizza
2,2,Oct,Wednesday,16,41.5,41.5,L,Supreme,The Spinach Supreme Pizza
1,1,Oct,Thursday,11,25.5,25.5,XL,Classic,The Greek Pizza
1,1,Dec,Saturday,17,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Dec,Monday,19,12,12,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Dec,Wednesday,14,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,Dec,Thursday,18,16,16,M,Veggie,The Spinach and Feta Pizza
1,1,Dec,Monday,19,16,16,M,Classic,The Greek Pizza
1,1,Dec,Thursday,12,16,16,M,Classic,The Italian Capocollo Pizza
1,1,Dec,Thursday,19,12,12,S,Veggie,The Spinach and Feta Pizza
2,2,May,Saturday,14,21,21,S,Classic,The Hawaiian Pizza
2,2,Jan,Sunday,18,33,33,M,Veggie,The Spinach Pesto Pizza
1,1,Apr,Tuesday,12,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,May,Thursday,19,24.5,24.5,S,Supreme,The Sicilian Pizza
2,2,Jan,Monday,17,29,29,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Jan,Tuesday,14,33.5,33.5,M,Chicken,The Thai Chicken Pizza
2,2,Apr,Friday,19,33,33,M,Supreme,The Italian Supreme Pizza
1,1,Jun,Tuesday,21,12.5,12.5,M,Classic,The Pepperoni Pizza
2,2,Jun,Monday,12,42,42,L,Veggie,The Italian Vegetables Pizza
2,2,Jan,Sunday,13,33,33,M,Supreme,The Italian Supreme Pizza
1,1,Apr,Saturday,22,17.95,17.95,L,Veggie,The Four Cheese Pizza
2,2,Jan,Wednesday,12,24,24,S,Classic,The Classic Deluxe Pizza
1,1,Apr,Sunday,18,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,Jan,Monday,17,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
